"Name","Vetic Variant ID","Clinic ID","Clinic Name","Mapped Clinic Name","In Hand Quantity","Bad Inventory Count","Priority"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","ec461194-d78d-11ed-a883-b10a1fdb553a","Vetic Pet Clinic, Greater Kailash 1 ,New Delhi","Greater Kailash","21","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","4bf8c16b-4b3e-4af6-8a97-6cb139740491","Vetic Pet Clinic, HITEC City","Hitec City","13","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","9805d59b-7552-41d0-a161-7b4837b046be","Vetic Pet Clinic, HSR Layout, Bengaluru","HSR","8","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","eefafd63-81a7-4273-8678-7a6a6ec7f6d4","Vetic Pet Clinic, Indirapuram","Indirapuram","50","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","9805d59b-7552-41d0-a161-7b4837b046bd","Vetic Pet Clinic, Kalyan Nagar, Bengaluru","Kalyan Nagar","94","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","71b0b53e-ee6d-4601-b27c-5a94bba35b7b","Vetic Pet Clinic, Kalyani Nagar","Kalyani Nagar","6","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","1e981ea2-e866-4eb6-86ea-159daafb59b9","Vetic Pet Clinic, Kandivali West, Mumbai","Kandivali","14","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","af52a7a1-87f5-4319-bbd1-7968695cf734","Vetic Pet Clinic, Kukatpally","Kukatpally","7","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","e9c82444-fa2d-11ed-a6b5-027b5103e28a","Vetic Pet Clinic, Malviya Nagar Delhi","Malviya Nagar","8","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","166b3bc5-9a50-49b8-a37e-e1d1e5e263fc","Vetic Pet Clinic, Manikonda","Manikonda","40","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","72bd3b2b-1533-4c69-a0b5-88410446da89","Vetic Pet Clinic, Nagarbhavi","Nagarbhavi","19","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","d9d75d9c-0ab3-462a-ba60-2e846131c627","Vetic Pet Clinic, NIBM Pune","NIBM","41","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","457833ce-addf-480f-a00a-44414b5bc82b","Vetic Pet Clinic, Noida Sec 20","Noida20","6","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","56c150de-fa2f-4bf9-ab42-542cea6f4c0f","Vetic Pet Clinic, Pitampura","Pitampura","23","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","76c84f6d-24b8-4746-81bc-59f810f2f979","Vetic Pet Clinic, Sadashiva Nagar","Sadashiva","10","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","ba02ff33-8479-4952-a47c-a921d1d25cf2","Vetic Pet Clinic, Sanpada Navi Mumbai","Sanpada","12","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","7f5f4ef0-3a68-11ed-9f48-027b5103e28a","Vetic Pet Clinic, Sector 45","GGN45","18","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","27d2164d-8161-498f-9d9b-aea61820e26f","Vetic Pet Clinic, Sector 49 Noida","Noida49","94","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","910d866c-2384-11ed-8ca0-1e00da26097a","Vetic Pet Clinic, Sector 57","GGN57","7","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","91bb84e4-8f42-4841-8c58-72d82dd3136c","Vetic Pet Clinic, Secunderabad","Secunderabad","12","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","79926b77-dfc3-4717-8320-6b95ae08f3ba","Vetic Pet Clinic, Sohna Road","Sohna","30","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","1e981ea2-e866-4eb6-86ea-159daafb59b5","Vetic Pet Clinic, Thane West","Thane","9","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","31faab19-1201-4477-87b2-a80f31662c93","Vetic Pet Clinic, Vasant Kunj","Vasant Kunj","10","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","433d378a-d915-4d89-a94e-2269e3ad1b3b","Vetic Pet Clinic, Wakad, Pune","Vetic Pet Clinic, Wakad, Pune","22","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","835ebee8-50aa-4924-9232-0cdb3684a215","Vetic Pet Clinic, Yelahanka, Bengaluru","Yelahanka","7","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","045d2bca-2988-4446-a791-5bfbbbb0fec4","Vetic,  Sector 15, Gurugram","GGN15","4","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","80db823c-6813-44eb-b9d0-1a81768ed2ef","Vetic, Adyar, Chennai","Adyar","2","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","eba91aa9-aff7-49a1-9dd0-2f0508bbc9ba","Vetic, Behala, Kolkata","Behala","5","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","0725f0df-a872-44fd-a337-848689b367f6","Vetic, Himayat Nagar, Hyderabad","Himayat Nagar","13","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","21867782-920a-4128-8f01-78e50ddbdec6","Vetic, Lower Parel, Mumbai","Lower Parel","6","3","Very High"
"Sucralfate, Oxectacaine Diarest cool - 100mL - Syrup","34223110-2c5c-4a43-b3f2-656b30852c3e","75d684e9-a1f4-4fb0-a021-caf1f71b5c32","Vetic, Santacruz, Mumbai","Santacruz","4","3","Very High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","b5338db8-ebbb-435e-a6a7-6f7036bb2607","Nibble Kind, Goregaon, Mumbai","Goregaon","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","5d39e6cd-e768-4f2a-83b3-d49358d6b050","Nibble Kind, Powai, Mumbai","Powai","3","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","5d9b6915-e35a-4cdc-aaed-73243c9db120","Nibble Kind, Santacruz, Mumbai","Santacruz","4","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","9b8df3be-fa4d-44ae-9af0-6243d5bfb66b","Regal Bites, Adyar, Chennai","Adyar","3","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","c891cc18-2f3f-46d8-b92a-77f1231a275e","Regal Bites, Anna Nagar, Chennai","Anna Nagar","3","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","eba50778-2ecd-49e5-a793-4be86cbb7126","Regal Bites, Dwarka Sector 17, New Delhi","Dwarka Sector 17","6","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","a5967b46-7218-41fe-9065-ad2399957069","Regal Bites, Paschim Vihar","Paschim Vihar","4","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","23c67496-bee5-4ff2-9304-07aca2ed814f","Regal Bites, Rohini Sec 24","Rohini Sec 24","4","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","c29302e7-538a-4b19-ad96-f41fd3c3a35f","Regal Bites, Rohini Sec-8","Rohini Sec-8","4","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","e26a4b34-7a32-4544-9392-858a32f6bb00","Regal Bites, SDA Market, New Delhi","SDA Market","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","c97b23a8-f43d-4bdf-ac6b-309b9f422d57","Regal Bites, Sector 15, Gurugram","GGN15","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","bf1e48b1-1fc9-4ef2-b6aa-3b487c0f398b","Regal Bites, Southern Avenue, Kolkata","Southern Avenue","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","a4ba11be-ede7-4413-9b4d-fcf6cdbb8de4","TAMS Salt Lake","Salt Lake","1","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","bafd66a5-979f-41e1-860c-5f66eab991aa","TAMS,  DLF Galleria,Gurgaon","Galleria","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","ec15d076-faa7-4fda-a8de-eaf08b99a6ee","TAMS,  Indirapuram, Ghaziabad","Indirapuram","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","354ef279-71e3-4196-b8dc-f5eca968b7d8","TAMS,  Malviya Nagar ,New Delhi","Malviya Nagar","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","24027a43-f039-4f37-85a2-e0cef5e179f4","TAMS, Andheri West, Mumbai","Andheri","3","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","09d1cdc8-2d79-47bc-be00-95d70b983ffe","TAMS, Aundh, Pune","Aundh","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","974daff3-5c82-4459-a894-d6ff135ea881","TAMS, Banjara Hills, Hyderabad","Banjara Hills","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","b389bce1-b476-4bb1-bf45-72a8c9272554","TAMS, Bannerghatta Road, Bengaluru","Bannerghatta","6","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","cf3efebd-8031-4da4-9405-bbc8e68b63b3","TAMS, Chembur, Mumbai","Chembur","8","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","bad84ea4-ce1a-4f76-be36-cf7af68f3b30","TAMS, Domlur, Bengaluru","Domlur","6","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","f1e81d20-c477-4dab-8349-e1eddbab6b6e","TAMS, Electronic City, Bengaluru","Electronic","4","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","23e4be73-4a79-404e-bf8c-9c4f30a0fada","TAMS, GCR, Gurugram","GCR","1","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","ecffb8f2-b8e9-485d-b3b8-bcafc7d6ecbd","TAMS, Greater Kailash 1 ,New Delhi","Greater Kailash","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","22bb5f03-f29c-4340-86a8-153209dbbc62","TAMS, Hitec City, Hyderabad","Hitec City","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","95c10d3d-7727-4ee8-be2e-acb4bc560417","TAMS, HSR Layout, Bengaluru","HSR","3","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","622635df-0ed4-4e40-8ded-a8445bf34a21","TAMS, Kalyan Nagar, Bengaluru","Kalyan Nagar","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","10345293-4204-43b4-9c8e-f78274923325","TAMS, Kalyani Nagar, Pune","Kalyani Nagar","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","1cad5948-5403-490d-ba9b-b08e708b672f","TAMS, Kandivali West, Mumbai","Kandivali","3","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","af52a7a1-87f5-4319-bbd1-8968695cf735","TAMS, Kukatpally, Hyderabad","Kukatpally","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","f67006c5-380f-4b41-aadf-ab3f0983d640","TAMS, Mira Raod","Mira Road","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","b781f237-1084-4cc5-a1f7-9e1c565d0ebe","TAMS, NIBM, Pune","NIBM","5","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","5261f006-30e9-4282-bc86-5927a101862b","TAMS, Pitampura, New Delhi","Pitampura","3","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","ecd7530a-82a5-4d50-9483-1b94adaca171","TAMS, Sadashiva Nagar, Bengaluru","Sadashiva","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","1eaebe26-ac80-4280-8f86-006e6756aed3","TAMS, Sector 45,Gurugram","GGN45","5","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","0d23ce66-dc7a-4391-8e71-b79a24d71ee1","TAMS, Secunderabad, Hyderabad","Secunderabad","3","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","38f87819-210b-4634-95a1-329da288d91d","TAMS, Sohna Road, Gurugram","Sohna","6","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","d217369d-92cd-4196-be25-559d46b1b5b5","TAMS, Thane West, Mumbai","Thane","4","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","c9243bcc-034d-475f-b909-bfd8c27c577c","TAMS, Wakad, Pune","TAMS, Wakad, Pune","2","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","699f94b4-e930-4564-92b3-3264e23a69b1","TAMS, Whitefield, Bengaluru","Whitefield","4","2","High"
"HUFT YIMT Real Chicken Gluten Free Dog Biscuits - 800g","4e43ac11-3684-4c8e-bdf5-99a4989c5e73","2fa4688d-f515-44fe-89f6-fdf8f2703194","TAMS, Yelahanka, Bengaluru","Yelahanka","5","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","622635df-0ed4-4e40-8ded-a8445bf34999","InventoryDemo - TAMS","InventoryDemo - TAMS","30","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","6ecb778d-a286-4e90-b9b7-1e101d6649d1","Nibble Kind, Lower Parel, Mumbai","Lower Parel","302","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","bfe98ce8-4649-4fda-a7fe-b0a9a927cff2","Nibble Kind, Mulund, Mumbai","Mulund","91","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","5d39e6cd-e768-4f2a-83b3-d49358d6b050","Nibble Kind, Powai, Mumbai","Powai","113","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","5d9b6915-e35a-4cdc-aaed-73243c9db120","Nibble Kind, Santacruz, Mumbai","Santacruz","179","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","9b8df3be-fa4d-44ae-9af0-6243d5bfb66b","Regal Bites, Adyar, Chennai","Adyar","3","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","c891cc18-2f3f-46d8-b92a-77f1231a275e","Regal Bites, Anna Nagar, Chennai","Anna Nagar","11","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","fffffcf3-2747-4fbf-9374-2af27fac8185","Regal Bites, Behala, Kolkata","Behala","21","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","310d0e35-cc74-4c90-8bdf-9106fd7b8be6","Regal Bites, Derawal","Derawal","84","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","eba50778-2ecd-49e5-a793-4be86cbb7126","Regal Bites, Dwarka Sector 17, New Delhi","Dwarka Sector 17","173","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","b90b2c8a-d441-4009-b178-e04e1b60b0b4","Regal Bites, Himayat Nagar, Hyderabad","Himayat Nagar","28","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","a5967b46-7218-41fe-9065-ad2399957069","Regal Bites, Paschim Vihar","Paschim Vihar","26","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","c29302e7-538a-4b19-ad96-f41fd3c3a35f","Regal Bites, Rohini Sec-8","Rohini Sec-8","27","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","e26a4b34-7a32-4544-9392-858a32f6bb00","Regal Bites, SDA Market, New Delhi","SDA Market","61","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","c97b23a8-f43d-4bdf-ac6b-309b9f422d57","Regal Bites, Sector 15, Gurugram","GGN15","277","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","bf1e48b1-1fc9-4ef2-b6aa-3b487c0f398b","Regal Bites, Southern Avenue, Kolkata","Southern Avenue","28","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","9d053fe8-d23c-41bd-981d-c1c16c6547fd","TAMS Borivali, Mumbai","Borivali","831","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","a4ba11be-ede7-4413-9b4d-fcf6cdbb8de4","TAMS Salt Lake","Salt Lake","34","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","01039684-08ed-4b36-b903-da0eef54aad9","TAMS,  Banashankari, Bengaluru","Banashankari","87","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","bafd66a5-979f-41e1-860c-5f66eab991aa","TAMS,  DLF Galleria,Gurgaon","Galleria","100","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","ec15d076-faa7-4fda-a8de-eaf08b99a6ee","TAMS,  Indirapuram, Ghaziabad","Indirapuram","69","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","354ef279-71e3-4196-b8dc-f5eca968b7d8","TAMS,  Malviya Nagar ,New Delhi","Malviya Nagar","89","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","24027a43-f039-4f37-85a2-e0cef5e179f4","TAMS, Andheri West, Mumbai","Andheri","570","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","09d1cdc8-2d79-47bc-be00-95d70b983ffe","TAMS, Aundh, Pune","Aundh","117","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","974daff3-5c82-4459-a894-d6ff135ea881","TAMS, Banjara Hills, Hyderabad","Banjara Hills","71","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","b389bce1-b476-4bb1-bf45-72a8c9272554","TAMS, Bannerghatta Road, Bengaluru","Bannerghatta","393","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","cf3efebd-8031-4da4-9405-bbc8e68b63b3","TAMS, Chembur, Mumbai","Chembur","315","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","bad84ea4-ce1a-4f76-be36-cf7af68f3b30","TAMS, Domlur, Bengaluru","Domlur","119","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","f1e81d20-c477-4dab-8349-e1eddbab6b6e","TAMS, Electronic City, Bengaluru","Electronic","325","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","23e4be73-4a79-404e-bf8c-9c4f30a0fada","TAMS, GCR, Gurugram","GCR","34","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","ecffb8f2-b8e9-485d-b3b8-bcafc7d6ecbd","TAMS, Greater Kailash 1 ,New Delhi","Greater Kailash","297","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","22bb5f03-f29c-4340-86a8-153209dbbc62","TAMS, Hitec City, Hyderabad","Hitec City","5","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","95c10d3d-7727-4ee8-be2e-acb4bc560417","TAMS, HSR Layout, Bengaluru","HSR","26","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","622635df-0ed4-4e40-8ded-a8445bf34a21","TAMS, Kalyan Nagar, Bengaluru","Kalyan Nagar","113","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","10345293-4204-43b4-9c8e-f78274923325","TAMS, Kalyani Nagar, Pune","Kalyani Nagar","108","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","1cad5948-5403-490d-ba9b-b08e708b672f","TAMS, Kandivali West, Mumbai","Kandivali","409","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","ca0a4265-09b3-4c1f-8216-6ff5a21c69ef","TAMS, Koramangala","Koramangala","61","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","af52a7a1-87f5-4319-bbd1-8968695cf735","TAMS, Kukatpally, Hyderabad","Kukatpally","22","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","704362c1-0450-4e00-b4b8-350ea4ba3b3e","TAMS, Manikonda, Hyderabad","Manikonda","52","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","f67006c5-380f-4b41-aadf-ab3f0983d640","TAMS, Mira Raod","Mira Road","57","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","2d7e9862-5257-4b84-81f0-df40a6c3dd43","TAMS, Nagarbhavi, Bengaluru","Nagarbhavi","42","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","b781f237-1084-4cc5-a1f7-9e1c565d0ebe","TAMS, NIBM, Pune","NIBM","85","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","5261f006-30e9-4282-bc86-5927a101862b","TAMS, Pitampura, New Delhi","Pitampura","81","2","High"
"Whiskas Adult Ocean Fish Flavour Pouch - 80g","88f853b6-fba3-4486-8c69-dbb8265e859b","ecd7530a-82a5-4d50-9483-1b94adaca171","TAMS, Sadashiva Nagar, Bengaluru","Sadashiva","83","2","High"
